plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW05,MAT-200266,F,35.0,In-house production,READY
NW05,MAT-200273,F,35.0,In-house production,READY
NW05,MAT-200274,F,45.0,In-house production,READY
NW05,MAT-200275,F,14.0,In-house production,READY
NW05,MAT-200277,X,28.0,Mixed procurement,READY
NW05,MAT-200279,X,21.0,Mixed procurement,READY
NW05,MAT-200293,X,45.0,Mixed procurement,READY
NW05,MAT-200296,X,45.0,Mixed procurement,READY
NW05,MAT-200307,F,35.0,In-house production,READY
NW05,MAT-200309,X,45.0,Mixed procurement,READY
NW05,MAT-200312,E,35.0,External procurement,READY
NW05,MAT-200319,F,28.0,In-house production,READY
NW05,MAT-200322,E,60.0,External procurement,READY
NW05,MAT-200333,E,14.0,External procurement,READY
NW05,MAT-200342,E,60.0,External procurement,READY
NW05,MAT-200349,F,14.0,In-house production,READY
NW05,MAT-200352,E,14.0,External procurement,READY
NW05,MAT-200363,E,35.0,External procurement,READY
NW05,MAT-200367,F,45.0,In-house production,READY
NW05,MAT-200369,E,35.0,External procurement,READY
NW05,MAT-200373,E,60.0,External procurement,READY
NW05,MAT-200378,E,28.0,External procurement,READY
NW05,MAT-200379,X,28.0,Mixed procurement,READY
NW05,MAT-200383,E,60.0,External procurement,READY
NW05,MAT-200385,X,14.0,Mixed procurement,READY
NW05,MAT-200392,F,21.0,In-house production,READY
NW05,MAT-200397,F,45.0,In-house production,READY
NW05,MAT-200403,F,35.0,In-house production,READY
NW05,MAT-200416,F,21.0,In-house production,READY
NW05,MAT-200419,X,21.0,Mixed procurement,READY
NW05,MAT-200421,E,14.0,External procurement,READY
NW05,MAT-200423,X,14.0,Mixed procurement,READY
NW05,MAT-200425,E,28.0,External procurement,READY
NW05,MAT-200426,X,21.0,Mixed procurement,READY
NW05,MAT-200427,X,35.0,Mixed procurement,READY
NW05,MAT-200433,E,45.0,External procurement,READY
NW05,MAT-200435,E,60.0,External procurement,READY
NW05,MAT-200438,F,28.0,In-house production,READY
NW05,MAT-200440,X,14.0,Mixed procurement,READY
NW05,MAT-200452,E,28.0,External procurement,READY
NW05,MAT-200476,E,28.0,External procurement,READY
NW05,MAT-200477,X,28.0,Mixed procurement,READY
NW05,MAT-200480,E,28.0,External procurement,READY
NW05,MAT-200484,X,14.0,Mixed procurement,READY
NW05,MAT-200500,X,28.0,Mixed procurement,READY
NW05,MAT-200507,X,28.0,Mixed procurement,READY
NW05,MAT-200510,X,45.0,Mixed procurement,READY
NW05,MAT-200517,F,28.0,In-house production,READY
NW05,MAT-200530,F,28.0,In-house production,READY
NW05,MAT-200548,E,14.0,External procurement,READY
NW05,MAT-200559,F,60.0,In-house production,READY
NW05,MAT-200561,X,14.0,Mixed procurement,READY
NW05,MAT-200567,X,14.0,Mixed procurement,READY
NW05,MAT-200572,X,14.0,Mixed procurement,READY
NW05,MAT-200574,E,60.0,External procurement,READY
NW05,MAT-200586,X,60.0,Mixed procurement,READY
NW05,MAT-200590,E,21.0,External procurement,READY
NW05,MAT-200591,F,21.0,In-house production,READY
NW05,MAT-200595,F,45.0,In-house production,READY
NW05,MAT-200601,F,45.0,In-house production,READY
NW05,MAT-200602,F,60.0,In-house production,READY
NW05,MAT-200608,X,28.0,Mixed procurement,READY
NW05,MAT-200618,X,35.0,Mixed procurement,READY
NW05,MAT-200621,X,60.0,Mixed procurement,READY
NW05,MAT-200624,E,35.0,External procurement,READY
NW05,MAT-200625,E,14.0,External procurement,READY
NW05,MAT-200627,X,45.0,Mixed procurement,READY
NW05,MAT-200629,F,21.0,In-house production,READY
NW05,MAT-200634,X,28.0,Mixed procurement,READY
NW05,MAT-200645,F,60.0,In-house production,READY
NW05,MAT-200646,F,14.0,In-house production,READY
NW05,MAT-200654,F,14.0,In-house production,READY
NW05,MAT-200655,F,21.0,In-house production,READY
NW05,MAT-200656,F,21.0,In-house production,READY
NW05,MAT-200661,X,60.0,Mixed procurement,READY
NW05,MAT-200668,E,21.0,External procurement,READY
NW05,MAT-200671,E,45.0,External procurement,READY
NW05,MAT-200672,X,35.0,Mixed procurement,READY
NW05,MAT-200677,F,45.0,In-house production,READY
NW05,MAT-200680,E,14.0,External procurement,READY
NW05,MAT-200683,E,21.0,External procurement,READY
NW05,MAT-200697,E,28.0,External procurement,READY
NW05,MAT-200698,F,14.0,In-house production,READY
NW05,MAT-200701,F,60.0,In-house production,READY
NW05,MAT-200705,F,60.0,In-house production,READY
NW05,MAT-200706,X,28.0,Mixed procurement,READY
NW05,MAT-200729,X,21.0,Mixed procurement,READY
NW05,MAT-200738,F,60.0,In-house production,READY
NW05,MAT-200744,X,35.0,Mixed procurement,READY
NW05,MAT-200747,E,35.0,External procurement,READY
NW05,MAT-200760,X,28.0,Mixed procurement,READY
NW05,MAT-200762,F,35.0,In-house production,READY
NW05,MAT-200764,F,14.0,In-house production,READY
NW05,MAT-200765,X,14.0,Mixed procurement,READY
NW05,MAT-200774,E,45.0,External procurement,READY
NW05,MAT-200781,E,21.0,External procurement,READY
NW05,MAT-200782,X,35.0,Mixed procurement,READY
NW05,MAT-200786,F,35.0,In-house production,READY
NW05,MAT-200788,F,60.0,In-house production,READY
NW05,MAT-200800,E,14.0,External procurement,READY
NW05,MAT-200804,F,35.0,In-house production,READY
NW05,MAT-200809,X,14.0,Mixed procurement,READY
NW05,MAT-200817,E,28.0,External procurement,READY
NW05,MAT-200820,F,21.0,In-house production,READY
NW05,MAT-200824,E,45.0,External procurement,READY
NW05,MAT-200836,X,28.0,Mixed procurement,READY
NW05,MAT-200839,E,21.0,External procurement,READY
NW05,MAT-200843,X,35.0,Mixed procurement,READY
NW05,MAT-200863,X,14.0,Mixed procurement,READY
NW05,MAT-200864,X,21.0,Mixed procurement,READY
NW05,MAT-200868,F,21.0,In-house production,READY
NW05,MAT-200878,X,45.0,Mixed procurement,READY
NW05,MAT-200884,F,21.0,In-house production,READY
NW05,MAT-200891,F,45.0,In-house production,READY
NW05,MAT-200893,F,60.0,In-house production,READY
NW05,MAT-200898,F,21.0,In-house production,READY
NW06,MAT-100002,X,28.0,Mixed procurement,READY
NW06,MAT-100012,X,14.0,Mixed procurement,READY
NW06,MAT-100014,X,21.0,Mixed procurement,READY
NW06,MAT-100019,E,45.0,External procurement,READY
NW06,MAT-100020,E,45.0,External procurement,READY
NW06,MAT-100023,F,21.0,In-house production,READY
NW06,MAT-100030,F,60.0,In-house production,READY
NW06,MAT-100036,E,35.0,External procurement,READY
NW06,MAT-100053,F,28.0,In-house production,READY
NW06,MAT-100055,X,21.0,Mixed procurement,READY
NW06,MAT-100056,F,60.0,In-house production,READY
NW06,MAT-100057,X,28.0,Mixed procurement,READY
NW06,MAT-100063,E,35.0,External procurement,READY
NW06,MAT-100067,F,35.0,In-house production,READY
NW06,MAT-100074,E,60.0,External procurement,READY
NW06,MAT-100076,F,28.0,In-house production,READY
NW06,MAT-100084,F,28.0,In-house production,READY
NW06,MAT-100086,F,45.0,In-house production,READY
NW06,MAT-100088,F,28.0,In-house production,READY
NW06,MAT-100089,E,60.0,External procurement,READY
NW06,MAT-100097,E,14.0,External procurement,READY
NW06,MAT-100099,F,35.0,In-house production,READY
NW06,MAT-100104,X,14.0,Mixed procurement,READY
NW06,MAT-100105,F,14.0,In-house production,READY
NW06,MAT-100108,X,21.0,Mixed procurement,READY
NW06,MAT-100115,E,35.0,External procurement,READY
NW06,MAT-100116,X,35.0,Mixed procurement,READY
NW06,MAT-100127,E,28.0,External procurement,READY
NW06,MAT-100131,X,35.0,Mixed procurement,READY
NW06,MAT-100134,X,21.0,Mixed procurement,READY
NW06,MAT-100137,E,45.0,External procurement,READY
NW06,MAT-100142,E,14.0,External procurement,READY
NW06,MAT-100144,E,14.0,External procurement,READY
NW06,MAT-100146,X,14.0,Mixed procurement,READY
NW06,MAT-100149,F,35.0,In-house production,READY
NW06,MAT-100151,E,60.0,External procurement,READY
NW06,MAT-100156,X,35.0,Mixed procurement,READY
NW06,MAT-100162,X,14.0,Mixed procurement,READY
NW06,MAT-100171,E,35.0,External procurement,READY
NW06,MAT-100174,E,28.0,External procurement,READY
NW06,MAT-100185,E,45.0,External procurement,READY
NW06,MAT-100186,F,45.0,In-house production,READY
NW06,MAT-100189,X,14.0,Mixed procurement,READY
NW06,MAT-100191,F,14.0,In-house production,READY
NW06,MAT-100200,F,35.0,In-house production,READY
NW06,MAT-100201,E,14.0,External procurement,READY
NW06,MAT-100202,E,21.0,External procurement,READY
NW06,MAT-100203,X,45.0,Mixed procurement,READY
NW06,MAT-100205,E,60.0,External procurement,READY
NW06,MAT-100216,X,21.0,Mixed procurement,READY
NW06,MAT-100218,F,35.0,In-house production,READY
NW06,MAT-100222,E,21.0,External procurement,READY
NW06,MAT-100223,E,60.0,External procurement,READY
NW06,MAT-100227,X,14.0,Mixed procurement,READY
NW06,MAT-100233,E,28.0,External procurement,READY
NW06,MAT-100244,E,21.0,External procurement,READY
NW06,MAT-100253,E,14.0,External procurement,READY
NW06,MAT-100254,F,35.0,In-house production,READY
NW06,MAT-100256,E,45.0,External procurement,READY
NW06,MAT-100274,F,60.0,In-house production,READY
NW06,MAT-100277,X,45.0,Mixed procurement,READY
NW06,MAT-100278,E,45.0,External procurement,READY
NW06,MAT-100281,E,28.0,External procurement,READY
NW06,MAT-100284,F,45.0,In-house production,READY
NW06,MAT-100285,X,60.0,Mixed procurement,READY
NW06,MAT-100287,E,14.0,External procurement,READY
NW06,MAT-100292,E,14.0,External procurement,READY
NW06,MAT-100294,X,35.0,Mixed procurement,READY
NW06,MAT-100296,X,28.0,Mixed procurement,READY
NW06,MAT-100298,F,14.0,In-house production,READY
NW06,MAT-100300,F,35.0,In-house production,READY
NW06,MAT-100310,E,21.0,External procurement,READY
NW06,MAT-100314,E,28.0,External procurement,READY
NW06,MAT-100318,X,21.0,Mixed procurement,READY
NW06,MAT-100327,F,21.0,In-house production,READY
NW06,MAT-100330,X,14.0,Mixed procurement,READY
NW06,MAT-100332,E,21.0,External procurement,READY
NW06,MAT-100346,E,21.0,External procurement,READY
NW06,MAT-100348,E,60.0,External procurement,READY
NW06,MAT-100351,X,35.0,Mixed procurement,READY
NW06,MAT-100358,X,45.0,Mixed procurement,READY
NW06,MAT-100359,F,21.0,In-house production,READY
NW06,MAT-100362,F,14.0,In-house production,READY
NW06,MAT-100363,F,60.0,In-house production,READY
NW06,MAT-100368,E,14.0,External procurement,READY
NW06,MAT-100371,F,21.0,In-house production,READY
NW06,MAT-100373,F,14.0,In-house production,READY
NW06,MAT-100376,E,21.0,External procurement,READY
NW06,MAT-100382,E,45.0,External procurement,READY
NW06,MAT-100385,E,60.0,External procurement,READY
NW06,MAT-100393,X,35.0,Mixed procurement,READY
NW06,MAT-100394,F,35.0,In-house production,READY
NW06,MAT-100403,F,14.0,In-house production,READY
NW06,MAT-100405,F,60.0,In-house production,READY
NW06,MAT-100406,E,60.0,External procurement,READY
NW06,MAT-100410,F,60.0,In-house production,READY
NW06,MAT-100411,F,60.0,In-house production,READY
NW06,MAT-100419,F,35.0,In-house production,READY
NW06,MAT-100429,E,21.0,External procurement,READY
NW06,MAT-100432,X,35.0,Mixed procurement,READY
NW06,MAT-100433,F,21.0,In-house production,READY
NW06,MAT-100436,F,28.0,In-house production,READY
NW06,MAT-100441,F,14.0,In-house production,READY
NW06,MAT-100445,X,14.0,Mixed procurement,READY
NW06,MAT-100449,X,14.0,Mixed procurement,READY
NW06,MAT-100452,X,45.0,Mixed procurement,READY
NW06,MAT-100454,E,45.0,External procurement,READY
NW06,MAT-100457,E,14.0,External procurement,READY
NW06,MAT-100458,F,21.0,In-house production,READY
NW06,MAT-100475,E,35.0,External procurement,READY
NW06,MAT-100486,F,45.0,In-house production,READY
NW06,MAT-100491,F,45.0,In-house production,READY
NW06,MAT-100493,F,60.0,In-house production,READY
NW06,MAT-100501,E,28.0,External procurement,READY
NW06,MAT-100508,F,45.0,In-house production,READY
NW06,MAT-100514,E,14.0,External procurement,READY
NW06,MAT-100516,X,35.0,Mixed procurement,READY
NW06,MAT-100523,X,28.0,Mixed procurement,READY
NW06,MAT-100528,F,45.0,In-house production,READY
NW06,MAT-100529,F,14.0,In-house production,READY
NW06,MAT-100537,F,14.0,In-house production,READY
NW06,MAT-100538,F,14.0,In-house production,READY
NW06,MAT-100540,E,35.0,External procurement,READY
NW06,MAT-100543,E,45.0,External procurement,READY
NW06,MAT-100545,F,60.0,In-house production,READY
NW06,MAT-100548,E,35.0,External procurement,READY
NW06,MAT-100553,X,28.0,Mixed procurement,READY
NW06,MAT-100556,X,45.0,Mixed procurement,READY
NW06,MAT-100558,F,35.0,In-house production,READY
NW06,MAT-100563,X,60.0,Mixed procurement,READY
NW06,MAT-100576,E,28.0,External procurement,READY
NW06,MAT-100582,F,21.0,In-house production,READY
NW06,MAT-100583,F,28.0,In-house production,READY
NW06,MAT-100587,X,14.0,Mixed procurement,READY
NW06,MAT-100588,F,60.0,In-house production,READY
NW06,MAT-100592,F,60.0,In-house production,READY
NW06,MAT-100603,E,35.0,External procurement,READY
NW06,MAT-100608,E,21.0,External procurement,READY
NW06,MAT-100616,E,14.0,External procurement,READY
NW06,MAT-100620,X,21.0,Mixed procurement,READY
NW06,MAT-100628,F,28.0,In-house production,READY
NW06,MAT-100630,E,35.0,External procurement,READY
NW06,MAT-100642,X,21.0,Mixed procurement,READY
NW06,MAT-100643,F,14.0,In-house production,READY
NW06,MAT-100648,F,45.0,In-house production,READY
NW06,MAT-100660,E,45.0,External procurement,READY
NW06,MAT-100662,F,21.0,In-house production,READY
NW06,MAT-100675,F,35.0,In-house production,READY
NW06,MAT-100681,F,28.0,In-house production,READY
NW06,MAT-100683,X,14.0,Mixed procurement,READY
NW06,MAT-100685,X,45.0,Mixed procurement,READY
NW06,MAT-100686,X,45.0,Mixed procurement,READY
NW06,MAT-100687,X,28.0,Mixed procurement,READY
NW06,MAT-100698,F,14.0,In-house production,READY
NW06,MAT-100704,F,21.0,In-house production,READY
NW06,MAT-100706,E,21.0,External procurement,READY
NW06,MAT-100714,E,21.0,External procurement,READY
NW06,MAT-100725,F,60.0,In-house production,READY
NW06,MAT-100729,E,35.0,External procurement,READY
NW06,MAT-100732,E,45.0,External procurement,READY
NW06,MAT-100734,X,60.0,Mixed procurement,READY
NW06,MAT-100741,X,14.0,Mixed procurement,READY
NW06,MAT-100747,X,21.0,Mixed procurement,READY
NW06,MAT-100749,F,21.0,In-house production,READY
NW06,MAT-100760,F,45.0,In-house production,READY
NW06,MAT-100772,X,35.0,Mixed procurement,READY
NW06,MAT-100774,F,14.0,In-house production,READY
NW06,MAT-100776,F,35.0,In-house production,READY
NW06,MAT-100777,X,45.0,Mixed procurement,READY
NW06,MAT-100783,E,35.0,External procurement,READY
NW06,MAT-100784,F,28.0,In-house production,READY
NW06,MAT-100797,E,21.0,External procurement,READY
NW06,MAT-100803,X,14.0,Mixed procurement,READY
NW06,MAT-100806,E,14.0,External procurement,READY
NW06,MAT-100807,X,28.0,Mixed procurement,READY
NW06,MAT-100808,F,35.0,In-house production,READY
NW06,MAT-100809,X,60.0,Mixed procurement,READY
NW06,MAT-100816,E,60.0,External procurement,READY
NW06,MAT-100823,E,28.0,External procurement,READY
NW06,MAT-100827,X,45.0,Mixed procurement,READY
NW06,MAT-100831,E,21.0,External procurement,READY
NW06,MAT-100840,F,21.0,In-house production,READY
NW06,MAT-100844,X,60.0,Mixed procurement,READY
NW06,MAT-100853,X,60.0,Mixed procurement,READY
NW06,MAT-100855,E,35.0,External procurement,READY
NW06,MAT-100857,E,14.0,External procurement,READY
NW06,MAT-100867,X,35.0,Mixed procurement,READY
NW06,MAT-100871,X,35.0,Mixed procurement,READY
NW06,MAT-100881,X,45.0,Mixed procurement,READY
NW06,MAT-100883,X,14.0,Mixed procurement,READY
NW06,MAT-100887,E,35.0,External procurement,READY
NW06,MAT-100889,E,35.0,External procurement,READY
NW06,MAT-100891,X,28.0,Mixed procurement,READY
NW06,MAT-100894,E,35.0,External procurement,READY
NW06,MAT-100897,E,35.0,External procurement,READY
NW06,MAT-100899,F,35.0,In-house production,READY
NW06,MAT-100900,E,28.0,External procurement,READY
NW06,MAT-100903,X,35.0,Mixed procurement,READY
NW06,MAT-100912,F,60.0,In-house production,READY
NW06,MAT-100915,X,14.0,Mixed procurement,READY
NW06,MAT-100923,X,45.0,Mixed procurement,READY
NW06,MAT-100927,E,60.0,External procurement,READY
NW06,MAT-100928,F,14.0,In-house production,READY
NW06,MAT-100930,F,60.0,In-house production,READY
NW06,MAT-100947,F,35.0,In-house production,READY
NW06,MAT-100954,F,35.0,In-house production,READY
NW06,MAT-100956,E,35.0,External procurement,READY
NW06,MAT-100963,F,14.0,In-house production,READY
NW06,MAT-100971,E,60.0,External procurement,READY
NW06,MAT-100975,F,14.0,In-house production,READY
NW06,MAT-100978,F,45.0,In-house production,READY
NW06,MAT-100986,F,35.0,In-house production,READY
NW06,MAT-100989,F,28.0,In-house production,READY
NW06,MAT-100990,X,21.0,Mixed procurement,READY
NW06,MAT-100992,E,28.0,External procurement,READY
NW06,MAT-100993,X,60.0,Mixed procurement,READY
NW06,MAT-101005,F,28.0,In-house production,READY
NW06,MAT-101007,F,28.0,In-house production,READY
NW06,MAT-101013,F,35.0,In-house production,READY
NW06,MAT-101018,E,21.0,External procurement,READY
NW06,MAT-101024,F,35.0,In-house production,READY
NW06,MAT-101026,E,45.0,External procurement,READY
NW06,MAT-101045,E,14.0,External procurement,READY
NW06,MAT-101049,F,21.0,In-house production,READY
NW06,MAT-101060,F,35.0,In-house production,READY
NW06,MAT-101065,E,28.0,External procurement,READY
NW06,MAT-101069,X,45.0,Mixed procurement,READY
NW06,MAT-101104,F,60.0,In-house production,READY
NW06,MAT-101120,X,45.0,Mixed procurement,READY
NW06,MAT-101125,F,21.0,In-house production,READY
NW06,MAT-101130,E,35.0,External procurement,READY
NW06,MAT-101139,F,35.0,In-house production,READY
NW06,MAT-101146,E,14.0,External procurement,READY
NW06,MAT-101147,E,21.0,External procurement,READY
NW06,MAT-101154,E,14.0,External procurement,READY
NW06,MAT-101165,E,35.0,External procurement,READY
NW06,MAT-101166,F,60.0,In-house production,READY
NW06,MAT-101171,F,14.0,In-house production,READY
NW06,MAT-101178,E,21.0,External procurement,READY
NW06,MAT-101182,X,14.0,Mixed procurement,READY
NW06,MAT-101185,F,60.0,In-house production,READY
NW06,MAT-101188,F,14.0,In-house production,READY
NW06,MAT-101193,X,60.0,Mixed procurement,READY
NW06,MAT-101194,E,45.0,External procurement,READY
NW06,MAT-101198,F,60.0,In-house production,READY
NW06,MAT-101205,X,45.0,Mixed procurement,READY
NW06,MAT-101211,F,60.0,In-house production,READY
NW06,MAT-101212,X,45.0,Mixed procurement,READY
NW06,MAT-101220,E,35.0,External procurement,READY
NW06,MAT-101226,F,35.0,In-house production,READY
NW06,MAT-101229,X,45.0,Mixed procurement,READY
NW06,MAT-101230,X,21.0,Mixed procurement,READY
NW06,MAT-101231,F,21.0,In-house production,READY
NW06,MAT-101234,E,14.0,External procurement,READY
NW06,MAT-101235,X,28.0,Mixed procurement,READY
NW06,MAT-101243,E,14.0,External procurement,READY
NW06,MAT-101248,F,45.0,In-house production,READY
NW06,MAT-101251,E,60.0,External procurement,READY
NW06,MAT-101252,E,28.0,External procurement,READY
NW06,MAT-101253,F,21.0,In-house production,READY
NW06,MAT-101255,E,45.0,External procurement,READY
NW06,MAT-101256,X,35.0,Mixed procurement,READY
NW06,MAT-101259,F,28.0,In-house production,READY
NW06,MAT-101261,X,21.0,Mixed procurement,READY
NW06,MAT-101281,X,21.0,Mixed procurement,READY
NW06,MAT-101287,F,21.0,In-house production,READY
NW06,MAT-101289,X,60.0,Mixed procurement,READY
NW06,MAT-101299,F,60.0,In-house production,READY
NW06,MAT-101308,X,45.0,Mixed procurement,READY
NW06,MAT-101311,X,28.0,Mixed procurement,READY
NW06,MAT-101313,E,35.0,External procurement,READY
NW06,MAT-101315,E,14.0,External procurement,READY
NW06,MAT-101318,E,28.0,External procurement,READY
