plant,header_material,component_material,effective_component_qty,scrap_factor
NW03,MAT-200164,RM-COMP-NBR,0.333,1.0834
NW03,MAT-200165,RM-COMP-NBR,0.31,1.0384
NW03,MAT-200167,RM-COMP-FKM,0.39,1.0373
NW03,MAT-200170,RM-COMP-HNBR,0.464,1.0404
NW03,MAT-200170,RM-COMP-SILI,0.289,1.0535
NW03,MAT-200176,RM-COMP-FKM,0.485,1.0404
NW03,MAT-200183,RM-COMP-EPDM,0.295,1.0485
NW03,MAT-200183,RM-COMP-HNBR,0.399,1.0343
NW03,MAT-200186,RM-COMP-EPDM,0.33,1.0171
NW03,MAT-200186,RM-COMP-HNBR,0.461,1.0322
NW03,MAT-200189,RM-COMP-HNBR,0.344,1.0615
NW03,MAT-200193,RM-COMP-AFLAS,0.449,1.0262
NW03,MAT-200204,RM-COMP-NBR,0.338,1.0637
NW03,MAT-200212,RM-COMP-HNBR,0.461,1.0609
NW03,MAT-200218,RM-COMP-AFLAS,0.415,1.0484
NW03,MAT-200227,RM-COMP-NBR,0.394,1.0373
NW03,MAT-200228,RM-COMP-HNBR,0.363,1.0445
NW03,MAT-200229,RM-COMP-SILI,0.373,1.0445
NW03,MAT-200239,RM-COMP-AFLAS,0.515,1.0515
NW03,MAT-200243,RM-COMP-FKM,0.511,1.073
NW03,MAT-200256,RM-COMP-AFLAS,0.532,1.0665
NW03,MAT-200256,RM-COMP-FKM,0.487,1.0465
NW03,MAT-200259,RM-COMP-AFLAS,0.507,1.0588
NW03,MAT-200259,RM-COMP-FKM,0.506,1.0393
NW03,MAT-200269,RM-COMP-FKM,0.468,1.0211
NW03,MAT-200269,RM-COMP-EPDM,0.273,1.0515
NW03,MAT-200270,RM-COMP-NBR,0.392,1.0343
NW03,MAT-200276,RM-COMP-NBR,0.344,1.0784
NW03,MAT-200281,RM-COMP-HNBR,0.392,1.0876
NW03,MAT-200282,RM-COMP-NBR,0.337,1.0302
NW03,MAT-200288,RM-COMP-HNBR,0.424,1.0413
NW03,MAT-200289,RM-COMP-AFLAS,0.495,1.0558
NW03,MAT-200289,RM-COMP-SILI,0.338,1.0526
NW03,MAT-200290,RM-COMP-AFLAS,0.568,1.0665
NW03,MAT-200294,RM-COMP-SILI,0.328,1.0629
NW03,MAT-200296,RM-COMP-FKM,0.384,1.0646
NW03,MAT-200297,RM-COMP-HNBR,0.397,1.0445
NW03,MAT-200301,RM-COMP-NBR,0.31,1.0445
NW03,MAT-200301,RM-COMP-FKM,0.461,1.072
NW03,MAT-200302,RM-COMP-AFLAS,0.539,1.0772
NW03,MAT-200304,RM-COMP-FKM,0.425,1.0646
NW03,MAT-200304,RM-COMP-HNBR,0.41,1.075
NW03,MAT-200311,RM-COMP-FKM,0.417,1.0506
NW03,MAT-200311,RM-COMP-NBR,0.36,1.0792
NW03,MAT-200321,RM-COMP-SILI,0.311,1.0691
NW03,MAT-200323,RM-COMP-HNBR,0.479,1.0523
NW03,MAT-200325,RM-COMP-AFLAS,0.533,1.0414
NW03,MAT-200325,RM-COMP-SILI,0.336,1.0711
NW03,MAT-200327,RM-COMP-NBR,0.405,1.0855
NW03,MAT-200328,RM-COMP-EPDM,0.253,1.0897
NW03,MAT-200329,RM-COMP-AFLAS,0.415,1.0567
NW03,MAT-200331,RM-COMP-FKM,0.455,1.0603
NW03,MAT-200333,RM-COMP-NBR,0.316,1.0486
NW03,MAT-200333,RM-COMP-FKM,0.514,1.0695
NW03,MAT-200336,RM-COMP-FKM,0.409,1.0404
NW03,MAT-200336,RM-COMP-EPDM,0.322,1.0484
NW03,MAT-200341,RM-COMP-EPDM,0.363,1.0835
NW03,MAT-200341,RM-COMP-NBR,0.345,1.0897
NW03,MAT-200351,RM-COMP-HNBR,0.428,1.0292
NW03,MAT-200359,RM-COMP-HNBR,0.396,1.0292
NW03,MAT-200363,RM-COMP-SILI,0.378,1.0762
NW03,MAT-200364,RM-COMP-EPDM,0.295,1.0751
NW03,MAT-200364,RM-COMP-HNBR,0.455,1.0502
NW03,MAT-200366,RM-COMP-SILI,0.311,1.0556
NW03,MAT-200371,RM-COMP-HNBR,0.417,1.0534
NW03,MAT-200377,RM-COMP-SILI,0.323,1.0578
NW03,MAT-200392,RM-COMP-NBR,0.33,1.0475
NW03,MAT-200405,RM-COMP-EPDM,0.273,1.0575
NW03,MAT-200419,RM-COMP-NBR,0.372,1.0629
NW03,MAT-200423,RM-COMP-NBR,0.439,1.0524
NW03,MAT-200436,RM-COMP-HNBR,0.425,1.0835
NW03,MAT-200445,RM-COMP-NBR,0.388,1.067
NW03,MAT-200446,RM-COMP-SILI,0.367,1.0506
NW03,MAT-200446,RM-COMP-AFLAS,0.418,1.0627
NW03,MAT-200448,RM-COMP-AFLAS,0.43,1.0823
NW03,MAT-200451,RM-COMP-AFLAS,0.47,1.0424
NW03,MAT-200453,RM-COMP-EPDM,0.327,1.0231
NW03,MAT-200458,RM-COMP-NBR,0.413,1.0486
NW03,MAT-200463,RM-COMP-HNBR,0.411,1.0547
NW03,MAT-200466,RM-COMP-FKM,0.43,1.0573
NW03,MAT-200470,RM-COMP-HNBR,0.367,1.0504
NW03,MAT-200475,RM-COMP-NBR,0.438,1.0707
NW03,MAT-200476,RM-COMP-NBR,0.345,1.0302
NW03,MAT-200479,RM-COMP-SILI,0.356,1.0607
NW03,MAT-200481,RM-COMP-AFLAS,0.403,1.0393
NW03,MAT-200484,RM-COMP-AFLAS,0.421,1.0343
NW03,MAT-200488,RM-COMP-FKM,0.495,1.0474
NW03,MAT-200490,RM-COMP-FKM,0.401,1.0701
NW03,MAT-200493,RM-COMP-SILI,0.315,1.0753
NW03,MAT-200493,RM-COMP-HNBR,0.383,1.0392
NW03,MAT-200494,RM-COMP-AFLAS,0.536,1.0575
NW03,MAT-200494,RM-COMP-EPDM,0.254,1.0323
NW03,MAT-200497,RM-COMP-EPDM,0.31,1.0619
NW03,MAT-200498,RM-COMP-AFLAS,0.559,1.0629
NW03,MAT-200498,RM-COMP-SILI,0.363,1.0383
NW03,MAT-200506,RM-COMP-HNBR,0.464,1.0465
NW03,MAT-200514,RM-COMP-HNBR,0.427,1.0403
NW03,MAT-200518,RM-COMP-AFLAS,0.415,1.0812
NW03,MAT-200518,RM-COMP-FKM,0.378,1.0353
NW03,MAT-200542,RM-COMP-NBR,0.388,1.0496
NW03,MAT-200542,RM-COMP-EPDM,0.272,1.0353
NW03,MAT-200548,RM-COMP-AFLAS,0.404,1.0262
NW03,MAT-200559,RM-COMP-SILI,0.361,1.0343
NW03,MAT-200560,RM-COMP-EPDM,0.289,1.073
NW03,MAT-200560,RM-COMP-HNBR,0.415,1.0752
NW03,MAT-200570,RM-COMP-EPDM,0.264,1.066
NW03,MAT-200570,RM-COMP-NBR,0.342,1.0732
NW03,MAT-200574,RM-COMP-SILI,0.279,1.0404
NW03,MAT-200575,RM-COMP-AFLAS,0.455,1.0373
NW03,MAT-200578,RM-COMP-HNBR,0.441,1.0599
NW03,MAT-200583,RM-COMP-SILI,0.345,1.0241
NW03,MAT-200583,RM-COMP-HNBR,0.436,1.0496
NW03,MAT-200585,RM-COMP-FKM,0.404,1.0691
NW03,MAT-200586,RM-COMP-AFLAS,0.51,1.0373
NW03,MAT-200586,RM-COMP-EPDM,0.335,1.0701
NW03,MAT-200590,RM-COMP-AFLAS,0.462,1.0537
NW03,MAT-200593,RM-COMP-AFLAS,0.457,1.0783
NW03,MAT-200595,RM-COMP-AFLAS,0.456,1.0607
NW03,MAT-200598,RM-COMP-EPDM,0.303,1.0557
NW03,MAT-200617,RM-COMP-FKM,0.362,1.0433
NW03,MAT-200623,RM-COMP-HNBR,0.381,1.0752
NW03,MAT-200628,RM-COMP-AFLAS,0.572,1.065
NW03,MAT-200628,RM-COMP-HNBR,0.385,1.0814
NW03,MAT-200629,RM-COMP-FKM,0.477,1.0352
NW03,MAT-200629,RM-COMP-EPDM,0.336,1.0403
NW03,MAT-200634,RM-COMP-FKM,0.512,1.0709
NW03,MAT-200643,RM-COMP-EPDM,0.254,1.0443
NW03,MAT-200644,RM-COMP-FKM,0.499,1.0352
NW03,MAT-200644,RM-COMP-AFLAS,0.404,1.0383
NW03,MAT-200649,RM-COMP-NBR,0.326,1.0475
NW03,MAT-200654,RM-COMP-AFLAS,0.549,1.0897
NW03,MAT-200654,RM-COMP-EPDM,0.257,1.0322
NW03,MAT-200668,RM-COMP-HNBR,0.476,1.0558
NW03,MAT-200682,RM-COMP-HNBR,0.407,1.0689
NW03,MAT-200685,RM-COMP-EPDM,0.309,1.0516
NW03,MAT-200686,RM-COMP-EPDM,0.325,1.0574
NW03,MAT-200688,RM-COMP-SILI,0.274,1.0834
NW03,MAT-200689,RM-COMP-EPDM,0.253,1.0516
NW03,MAT-200689,RM-COMP-AFLAS,0.407,1.0659
NW03,MAT-200698,RM-COMP-HNBR,0.346,1.0625
NW03,MAT-200698,RM-COMP-EPDM,0.297,1.0677
NW03,MAT-200703,RM-COMP-FKM,0.372,1.0615
NW03,MAT-200704,RM-COMP-NBR,0.308,1.0484
NW03,MAT-200713,RM-COMP-EPDM,0.3,1.0524
NW03,MAT-200714,RM-COMP-HNBR,0.373,1.0587
NW03,MAT-200719,RM-COMP-EPDM,0.35,1.0792
NW03,MAT-200730,RM-COMP-HNBR,0.351,1.0568
NW03,MAT-200732,RM-COMP-NBR,0.408,1.0505
NW03,MAT-200738,RM-COMP-SILI,0.313,1.071
NW03,MAT-200743,RM-COMP-AFLAS,0.562,1.0599
NW03,MAT-200746,RM-COMP-HNBR,0.392,1.0644
NW03,MAT-200748,RM-COMP-SILI,0.272,1.0506
NW03,MAT-200750,RM-COMP-NBR,0.327,1.0666
NW03,MAT-200750,RM-COMP-EPDM,0.335,1.0607
NW03,MAT-200754,RM-COMP-NBR,0.305,1.0444
NW03,MAT-200758,RM-COMP-EPDM,0.246,1.0681
NW03,MAT-200776,RM-COMP-FKM,0.527,1.0739
NW03,MAT-200777,RM-COMP-FKM,0.39,1.0636
NW03,MAT-200777,RM-COMP-HNBR,0.375,1.0844
NW03,MAT-200791,RM-COMP-AFLAS,0.483,1.0424
NW03,MAT-200797,RM-COMP-HNBR,0.357,1.076
NW03,MAT-200797,RM-COMP-SILI,0.269,1.0759
NW03,MAT-200798,RM-COMP-HNBR,0.448,1.0781
NW03,MAT-200808,RM-COMP-HNBR,0.458,1.0597
NW03,MAT-200809,RM-COMP-EPDM,0.253,1.0707
NW03,MAT-200814,RM-COMP-EPDM,0.318,1.0537
NW03,MAT-200817,RM-COMP-FKM,0.511,1.0404
NW03,MAT-200819,RM-COMP-AFLAS,0.443,1.0241
NW03,MAT-200819,RM-COMP-EPDM,0.297,1.0599
NW03,MAT-200820,RM-COMP-SILI,0.326,1.0483
NW03,MAT-200827,RM-COMP-SILI,0.279,1.0292
NW03,MAT-200837,RM-COMP-AFLAS,0.433,1.0772
NW03,MAT-200843,RM-COMP-EPDM,0.29,1.0575
NW03,MAT-200845,RM-COMP-EPDM,0.276,1.0485
NW03,MAT-200848,RM-COMP-NBR,0.362,1.0414
NW03,MAT-200850,RM-COMP-AFLAS,0.481,1.0282
NW03,MAT-200859,RM-COMP-AFLAS,0.482,1.0404
NW03,MAT-200860,RM-COMP-FKM,0.442,1.0887
NW03,MAT-200866,RM-COMP-HNBR,0.441,1.0636
NW03,MAT-200876,RM-COMP-AFLAS,0.464,1.0515
NW03,MAT-200876,RM-COMP-HNBR,0.384,1.0353
NW03,MAT-200883,RM-COMP-SILI,0.259,1.0424
NW03,MAT-200885,RM-COMP-AFLAS,0.418,1.0496
NW03,MAT-200887,RM-COMP-EPDM,0.291,1.0506
NW03,MAT-200888,RM-COMP-AFLAS,0.499,1.0671
NW03,MAT-200888,RM-COMP-NBR,0.357,1.0434
NW03,MAT-200891,RM-COMP-HNBR,0.424,1.0311
NW03,MAT-200893,RM-COMP-AFLAS,0.382,1.0302
NW03,MAT-200896,RM-COMP-FKM,0.495,1.0443
NW04,MAT-100002,RM-COIL-AL,4.573,1.0876
NW04,MAT-100002,RM-COIL-SS304,7.488,1.0626
NW04,MAT-100003,RM-COIL-SS316,7.285,1.072
NW04,MAT-100005,RM-COIL-SS304,10.314,1.0414
NW04,MAT-100007,RM-COIL-HC276,11.208,1.0496
NW04,MAT-100011,RM-COIL-NI,9.921,1.0608
NW04,MAT-100011,RM-COIL-SS316,11.676,1.0855
NW04,MAT-100016,RM-COIL-SS304,10.897,1.0302
NW04,MAT-100030,RM-COIL-SS304,10.313,1.0384
NW04,MAT-100031,RM-COIL-AL,5.984,1.0363
NW04,MAT-100034,RM-COIL-SS316,8.886,1.0753
NW04,MAT-100035,RM-COIL-SS316,11.52,1.0465
NW04,MAT-100038,RM-COIL-HC276,7.185,1.0667
NW04,MAT-100039,RM-COIL-NI,7.302,1.0475
NW04,MAT-100043,RM-COIL-SS304,9.259,1.0524
NW04,MAT-100053,RM-COIL-SS304,12.613,1.0322
NW04,MAT-100053,RM-COIL-AL,8.411,1.0793
NW04,MAT-100055,RM-COIL-SS316,8.46,1.0191
NW04,MAT-100055,RM-COIL-NI,8.866,1.0527
NW04,MAT-100056,RM-COIL-TI,5.148,1.0282
NW04,MAT-100069,RM-COIL-HC276,6.956,1.0608
NW04,MAT-100076,RM-COIL-HC276,17.632,1.0506
NW04,MAT-100078,RM-COIL-AL,7.096,1.0617
NW04,MAT-100094,RM-COIL-NI,5.799,1.0743
NW04,MAT-100098,RM-COIL-SS316,7.332,1.0616
NW04,MAT-100107,RM-COIL-NI,11.644,1.0181
NW04,MAT-100107,RM-COIL-SS316,14.46,1.0774
NW04,MAT-100116,RM-COIL-SS316,7.644,1.0496
NW04,MAT-100119,RM-COIL-SS316,13.513,1.0624
NW04,MAT-100119,RM-COIL-TI,8.619,1.0513
NW04,MAT-100122,RM-COIL-NI,5.616,1.0578
NW04,MAT-100127,RM-COIL-SS316,10.194,1.0434
NW04,MAT-100131,RM-COIL-SS304,12.691,1.0363
NW04,MAT-100131,RM-COIL-SS316,15.398,1.0394
NW04,MAT-100134,RM-COIL-SS304,6.542,1.0322
NW04,MAT-100135,RM-COIL-HC276,9.029,1.0773
NW04,MAT-100144,RM-COIL-SS304,6.378,1.0503
NW04,MAT-100146,RM-COIL-TI,6.383,1.0372
NW04,MAT-100147,RM-COIL-HC276,9.497,1.0403
NW04,MAT-100149,RM-COIL-AL,9.796,1.0598
NW04,MAT-100150,RM-COIL-TI,7.308,1.0711
NW04,MAT-100163,RM-COIL-SS304,9.959,1.0555
NW04,MAT-100165,RM-COIL-AL,4.961,1.0525
NW04,MAT-100172,RM-COIL-SS304,13.925,1.0414
NW04,MAT-100172,RM-COIL-HC276,13.434,1.0414
NW04,MAT-100177,RM-COIL-NI,5.784,1.0463
NW04,MAT-100178,RM-COIL-SS316,8.644,1.0525
NW04,MAT-100181,RM-COIL-TI,6.175,1.0732
NW04,MAT-100189,RM-COIL-AL,5.021,1.0709
NW04,MAT-100203,RM-COIL-SS304,10.456,1.0312
NW04,MAT-100204,RM-COIL-SS316,7.606,1.0292
NW04,MAT-100212,RM-COIL-NI,6.567,1.0588
NW04,MAT-100223,RM-COIL-SS304,7.625,1.0486
NW04,MAT-100224,RM-COIL-SS316,8.061,1.0516
NW04,MAT-100224,RM-COIL-NI,5.37,1.0619
NW04,MAT-100225,RM-COIL-SS304,6.122,1.0444
NW04,MAT-100229,RM-COIL-TI,4.936,1.0474
NW04,MAT-100230,RM-COIL-SS316,8.53,1.068
NW04,MAT-100236,RM-COIL-AL,4.957,1.0282
NW04,MAT-100237,RM-COIL-HC276,8.072,1.0402
NW04,MAT-100237,RM-COIL-NI,6.82,1.0595
NW04,MAT-100239,RM-COIL-AL,10.762,1.0496
NW04,MAT-100239,RM-COIL-TI,12.272,1.0794
NW04,MAT-100254,RM-COIL-NI,5.997,1.072
NW04,MAT-100254,RM-COIL-SS316,6.757,1.0373
NW04,MAT-100257,RM-COIL-SS316,16.034,1.0732
NW04,MAT-100261,RM-COIL-TI,4.947,1.0565
NW04,MAT-100267,RM-COIL-SS316,8.599,1.0655
NW04,MAT-100268,RM-COIL-SS304,13.352,1.0535
NW04,MAT-100275,RM-COIL-SS316,14.238,1.0516
NW04,MAT-100285,RM-COIL-HC276,8.875,1.0272
NW04,MAT-100286,RM-COIL-TI,4.987,1.0231
NW04,MAT-100292,RM-COIL-NI,12.104,1.0211
NW04,MAT-100293,RM-COIL-HC276,12.436,1.0312
NW04,MAT-100297,RM-COIL-SS316,6.432,1.0402
NW04,MAT-100301,RM-COIL-HC276,9.644,1.0486
NW04,MAT-100301,RM-COIL-AL,4.28,1.0537
NW04,MAT-100305,RM-COIL-TI,9.302,1.066
NW04,MAT-100311,RM-COIL-SS304,12.431,1.0574
NW04,MAT-100314,RM-COIL-AL,5.028,1.0629
NW04,MAT-100321,RM-COIL-HC276,7.602,1.0619
NW04,MAT-100322,RM-COIL-HC276,9.645,1.0393
NW04,MAT-100322,RM-COIL-SS304,7.105,1.0845
NW04,MAT-100325,RM-COIL-HC276,7.08,1.0414
NW04,MAT-100325,RM-COIL-NI,6.936,1.0454
NW04,MAT-100326,RM-COIL-NI,6.565,1.0599
NW04,MAT-100329,RM-COIL-TI,11.156,1.0557
NW04,MAT-100329,RM-COIL-HC276,17.217,1.0424
NW04,MAT-100336,RM-COIL-AL,5.58,1.0302
NW04,MAT-100341,RM-COIL-HC276,14.699,1.0343
NW04,MAT-100341,RM-COIL-NI,10.084,1.0444
NW04,MAT-100342,RM-COIL-AL,7.751,1.0504
NW04,MAT-100344,RM-COIL-NI,7.194,1.0353
NW04,MAT-100345,RM-COIL-TI,5.091,1.0362
NW04,MAT-100346,RM-COIL-SS316,6.746,1.0312
NW04,MAT-100351,RM-COIL-HC276,9.109,1.0556
NW04,MAT-100356,RM-COIL-NI,6.404,1.0588
NW04,MAT-100358,RM-COIL-NI,5.372,1.067
NW04,MAT-100358,RM-COIL-TI,5.605,1.0729
NW04,MAT-100360,RM-COIL-SS316,7.73,1.0835
NW04,MAT-100370,RM-COIL-SS304,8.255,1.0784
NW04,MAT-100388,RM-COIL-AL,10.34,1.0516
NW04,MAT-100388,RM-COIL-HC276,16.159,1.0534
NW04,MAT-100396,RM-COIL-SS304,7.669,1.0669
NW04,MAT-100400,RM-COIL-AL,9.247,1.0595
NW04,MAT-100410,RM-COIL-TI,6.453,1.0578
NW04,MAT-100410,RM-COIL-HC276,9.119,1.0835
NW04,MAT-100414,RM-COIL-AL,6.57,1.0543
NW04,MAT-100428,RM-COIL-HC276,7.518,1.0475
NW04,MAT-100429,RM-COIL-NI,6.94,1.0506
NW04,MAT-100430,RM-COIL-AL,5.705,1.069
NW04,MAT-100430,RM-COIL-HC276,8.538,1.0312
NW04,MAT-100433,RM-COIL-HC276,7.767,1.0272
NW04,MAT-100436,RM-COIL-TI,11.099,1.0454
NW04,MAT-100436,RM-COIL-NI,12.574,1.0655
NW04,MAT-100438,RM-COIL-TI,6.9,1.0373
NW04,MAT-100440,RM-COIL-NI,5.784,1.0486
NW04,MAT-100440,RM-COIL-SS304,7.857,1.0855
NW04,MAT-100449,RM-COIL-SS316,11.929,1.0414
NW04,MAT-100456,RM-COIL-TI,5.177,1.0671
NW04,MAT-100460,RM-COIL-TI,8.327,1.0384
NW04,MAT-100471,RM-COIL-NI,5.277,1.069
NW04,MAT-100472,RM-COIL-TI,10.039,1.0681
NW04,MAT-100473,RM-COIL-NI,11.459,1.0424
NW04,MAT-100474,RM-COIL-AL,7.671,1.0382
NW04,MAT-100479,RM-COIL-HC276,13.269,1.0231
NW04,MAT-100492,RM-COIL-SS304,7.569,1.0353
NW04,MAT-100503,RM-COIL-TI,10.092,1.0752
NW04,MAT-100503,RM-COIL-AL,7.553,1.0558
NW04,MAT-100508,RM-COIL-SS304,10.251,1.0629
NW04,MAT-100511,RM-COIL-HC276,9.985,1.0516
NW04,MAT-100516,RM-COIL-SS316,7.527,1.0578
NW04,MAT-100524,RM-COIL-SS316,9.002,1.0834
NW04,MAT-100532,RM-COIL-SS316,14.755,1.0578
NW04,MAT-100536,RM-COIL-NI,5.687,1.0394
NW04,MAT-100541,RM-COIL-NI,6.261,1.0588
NW04,MAT-100543,RM-COIL-NI,7.55,1.0636
NW04,MAT-100545,RM-COIL-NI,10.812,1.0608
NW04,MAT-100553,RM-COIL-TI,4.782,1.0312
NW04,MAT-100561,RM-COIL-HC276,7.938,1.0609
NW04,MAT-100561,RM-COIL-SS316,6.319,1.0629
NW04,MAT-100569,RM-COIL-NI,11.266,1.0588
NW04,MAT-100581,RM-COIL-HC276,17.061,1.0302
NW04,MAT-100581,RM-COIL-SS316,15.005,1.0282
NW04,MAT-100583,RM-COIL-NI,9.32,1.0536
NW04,MAT-100583,RM-COIL-TI,7.701,1.0721
NW04,MAT-100587,RM-COIL-TI,11.234,1.068
NW04,MAT-100588,RM-COIL-SS304,6.697,1.0613
NW04,MAT-100592,RM-COIL-AL,9.765,1.0302
NW04,MAT-100595,RM-COIL-SS304,8.888,1.0537
NW04,MAT-100597,RM-COIL-AL,5.779,1.0578
NW04,MAT-100603,RM-COIL-SS316,6.591,1.0465
NW04,MAT-100605,RM-COIL-SS304,13.696,1.0595
NW04,MAT-100607,RM-COIL-TI,6.521,1.065
NW04,MAT-100608,RM-COIL-NI,6.869,1.0516
NW04,MAT-100611,RM-COIL-HC276,12.944,1.0473
NW04,MAT-100611,RM-COIL-SS304,14.063,1.0748
NW04,MAT-100621,RM-COIL-NI,7.233,1.0404
NW04,MAT-100628,RM-COIL-NI,12.491,1.0627
NW04,MAT-100632,RM-COIL-AL,5.668,1.0677
NW04,MAT-100634,RM-COIL-TI,6.497,1.0372
NW04,MAT-100638,RM-COIL-SS316,6.89,1.0712
NW04,MAT-100642,RM-COIL-AL,6.071,1.0763
NW04,MAT-100658,RM-COIL-TI,6.21,1.0404
NW04,MAT-100660,RM-COIL-TI,6.715,1.0598
NW04,MAT-100660,RM-COIL-HC276,7.269,1.0537
NW04,MAT-100675,RM-COIL-SS304,5.993,1.0729
NW04,MAT-100684,RM-COIL-SS304,5.99,1.0743
NW04,MAT-100687,RM-COIL-TI,6.375,1.072
NW04,MAT-100687,RM-COIL-HC276,9.312,1.0588
NW04,MAT-100691,RM-COIL-NI,7.2,1.0762
NW04,MAT-100692,RM-COIL-HC276,8.608,1.0594
NW04,MAT-100693,RM-COIL-SS304,6.399,1.0606
NW04,MAT-100695,RM-COIL-TI,11.313,1.0835
NW04,MAT-100699,RM-COIL-SS316,6.548,1.0844
NW04,MAT-100699,RM-COIL-HC276,7.969,1.0681
NW04,MAT-100700,RM-COIL-TI,9.946,1.0743
NW04,MAT-100700,RM-COIL-SS304,10.483,1.0908
NW04,MAT-100705,RM-COIL-HC276,8.344,1.0241
NW04,MAT-100707,RM-COIL-TI,9.242,1.0783
NW04,MAT-100707,RM-COIL-SS316,11.658,1.0763
NW04,MAT-100710,RM-COIL-NI,7.138,1.0322
NW04,MAT-100713,RM-COIL-AL,8.456,1.0475
NW04,MAT-100714,RM-COIL-SS316,10.609,1.0628
NW04,MAT-100718,RM-COIL-TI,4.937,1.0282
NW04,MAT-100721,RM-COIL-AL,5.949,1.0403
NW04,MAT-100721,RM-COIL-NI,5.872,1.0434
NW04,MAT-100723,RM-COIL-HC276,8.141,1.0649
NW04,MAT-100723,RM-COIL-AL,4.784,1.0503
NW04,MAT-100728,RM-COIL-NI,7.775,1.0814
NW04,MAT-100737,RM-COIL-TI,11.677,1.0362
NW04,MAT-100738,RM-COIL-SS316,10.743,1.0664
NW04,MAT-100738,RM-COIL-NI,8.283,1.0211
NW04,MAT-100746,RM-COIL-NI,5.387,1.0282
NW04,MAT-100748,RM-COIL-SS304,12.836,1.0659
NW04,MAT-100762,RM-COIL-HC276,12.321,1.0547
NW04,MAT-100762,RM-COIL-TI,8.01,1.0434
NW04,MAT-100771,RM-COIL-SS316,6.663,1.0732
NW04,MAT-100777,RM-COIL-TI,6.019,1.0402
NW04,MAT-100782,RM-COIL-HC276,8.874,1.0272
NW04,MAT-100788,RM-COIL-NI,6.552,1.0312
NW04,MAT-100790,RM-COIL-SS316,7.187,1.0474
NW04,MAT-100790,RM-COIL-SS304,5.794,1.0656
NW04,MAT-100809,RM-COIL-AL,9.89,1.0681
NW04,MAT-100810,RM-COIL-SS304,7.406,1.0636
NW04,MAT-100811,RM-COIL-SS304,8.743,1.0363
NW04,MAT-100820,RM-COIL-SS316,11.311,1.0753
NW04,MAT-100823,RM-COIL-TI,7.257,1.0424
NW04,MAT-100824,RM-COIL-TI,5.742,1.0272
NW04,MAT-100827,RM-COIL-NI,12.289,1.065
NW04,MAT-100827,RM-COIL-SS304,12.555,1.0211
NW04,MAT-100829,RM-COIL-SS304,6.036,1.0343
NW04,MAT-100835,RM-COIL-SS304,8.386,1.0588
NW04,MAT-100839,RM-COIL-HC276,14.955,1.0322
NW04,MAT-100840,RM-COIL-HC276,7.426,1.0453
NW04,MAT-100848,RM-COIL-HC276,8.807,1.0394
NW04,MAT-100852,RM-COIL-SS304,5.854,1.066
NW04,MAT-100852,RM-COIL-NI,6.58,1.0434
NW04,MAT-100853,RM-COIL-NI,5.25,1.0496
NW04,MAT-100858,RM-COIL-SS304,8.984,1.0706
NW04,MAT-100861,RM-COIL-HC276,8.909,1.066
NW04,MAT-100867,RM-COIL-NI,6.256,1.0465
NW04,MAT-100869,RM-COIL-TI,11.806,1.0333
NW04,MAT-100870,RM-COIL-NI,8.661,1.069
NW04,MAT-100874,RM-COIL-NI,7.338,1.0577
NW04,MAT-100875,RM-COIL-AL,7.794,1.0752
NW04,MAT-100879,RM-COIL-SS304,8.139,1.0675
NW04,MAT-100879,RM-COIL-AL,5.763,1.0404
NW04,MAT-100882,RM-COIL-SS304,7.943,1.0516
NW04,MAT-100889,RM-COIL-NI,6.76,1.0516
NW04,MAT-100902,RM-COIL-SS316,6.329,1.0597
NW04,MAT-100917,RM-COIL-SS316,15.53,1.0496
NW04,MAT-100919,RM-COIL-AL,7.201,1.0524
NW04,MAT-100919,RM-COIL-SS304,7.64,1.0322
NW04,MAT-100921,RM-COIL-SS316,6.879,1.0836
NW04,MAT-100922,RM-COIL-SS316,8.345,1.0759
NW04,MAT-100922,RM-COIL-AL,5.289,1.0373
NW04,MAT-100928,RM-COIL-SS316,14.538,1.0221
NW04,MAT-100937,RM-COIL-AL,4.943,1.0434
NW04,MAT-100943,RM-COIL-SS304,7.199,1.0241
NW04,MAT-100944,RM-COIL-SS304,5.798,1.0404
NW04,MAT-100955,RM-COIL-NI,8.92,1.0588
NW04,MAT-100962,RM-COIL-SS316,7.094,1.0282
NW04,MAT-100964,RM-COIL-SS316,11.325,1.0414
NW04,MAT-100968,RM-COIL-NI,7.147,1.0619
NW04,MAT-100971,RM-COIL-SS304,10.137,1.0211
NW04,MAT-100980,RM-COIL-TI,6.538,1.0567
NW04,MAT-100992,RM-COIL-SS316,8.74,1.0373
NW04,MAT-100995,RM-COIL-SS304,12.147,1.0362
NW04,MAT-100996,RM-COIL-NI,6.885,1.0495
NW04,MAT-100997,RM-COIL-HC276,7.129,1.0718
NW04,MAT-101001,RM-COIL-TI,10.976,1.0598
NW04,MAT-101002,RM-COIL-NI,7.336,1.0516
NW04,MAT-101005,RM-COIL-SS304,5.775,1.0545
NW04,MAT-101012,RM-COIL-TI,9.169,1.0424
NW04,MAT-101015,RM-COIL-SS316,8.977,1.0546
NW04,MAT-101018,RM-COIL-SS304,6.73,1.0475
NW04,MAT-101021,RM-COIL-TI,5.992,1.075
NW04,MAT-101021,RM-COIL-AL,5.275,1.0645
NW04,MAT-101029,RM-COIL-AL,5.116,1.0526
NW04,MAT-101029,RM-COIL-SS316,7.394,1.0392
